일시,기온(°C),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),강수량(mm),적설(cm),전운량(10분위)
2022-02-24 12:00:00,-1.8,1.0,70,30,1017.4,1.0,2.55,,,5.0
2022-02-24 13:00:00,0.7,1.2,250,26,1016.1,1.0,2.71,,,0.0
2022-02-24 14:00:00,2.0,3.1,270,22,1015.1,1.0,2.66,,,0.0
2022-02-24 15:00:00,3.0,4.1,270,24,1014.4,1.0,2.3,,,
2022-02-24 16:00:00,3.5,3.0,250,26,1013.8,1.0,1.69,,,
2022-02-24 17:00:00,2.7,4.5,250,30,1013.5,1.0,0.99,,,0.0
2022-02-24 18:00:00,1.5,3.5,270,33,1013.6,1.0,0.29,,,0.0
2022-02-24 19:00:00,0.0,2.3,270,42,1013.9,0.0,0.0,,,0.0
2022-02-24 20:00:00,-1.0,1.5,250,46,1014.3,,,,,0.0
2022-02-24 21:00:00,-1.5,1.6,250,53,1014.4,,,,,0.0
2022-02-24 22:00:00,-4.4,0.7,90,60,1014.5,,,,,0.0
2022-02-24 23:00:00,-5.5,0.2,0,65,1014.3,,,,,0.0
2022-02-25 00:00:00,-5.8,0.6,110,68,1014.0,,,,,0.0
2022-02-25 01:00:00,-6.2,0.4,0,72,1014.1,,,,,0.0
2022-02-25 02:00:00,-7.1,0.6,90,74,1013.9,,,,,0.0
2022-02-25 03:00:00,-7.7,0.0,0,77,1014.2,,,,,0.0
2022-02-25 04:00:00,-8.5,0.4,0,78,1013.9,,,,,2.0
2022-02-25 05:00:00,-8.5,0.2,0,81,1014.1,,,,,0.0
2022-02-25 06:00:00,-8.8,0.1,0,81,1014.4,,,,,0.0
2022-02-25 07:00:00,-9.2,0.4,0,82,1014.9,,,,,0.0
2022-02-25 08:00:00,-7.8,0.0,0,83,1015.3,0.1,0.05,,,0.0
2022-02-25 09:00:00,-4.4,0.0,0,74,1015.4,1.0,0.68,,,0.0
2022-02-25 10:00:00,-1.6,0.3,0,65,1015.4,1.0,1.32,,,0.0
2022-02-25 11:00:00,1.6,0.5,250,57,1014.9,1.0,1.85,,,5.0
2022-02-25 12:00:00,4.4,0.7,270,51,1013.9,1.0,2.21,,,5.0
2022-02-25 13:00:00,6.2,1.1,270,46,1012.7,1.0,2.41,,,0.0
2022-02-25 14:00:00,8.0,4.1,270,39,1011.4,1.0,2.33,,,0.0
2022-02-25 15:00:00,8.7,2.9,270,38,1010.8,0.8,1.5,,,7.0
2022-02-25 16:00:00,7.9,2.6,290,39,1010.3,0.8,0.99,,,6.0
2022-02-25 17:00:00,8.1,2.3,290,39,1010.0,0.3,0.54,,,6.0
2022-02-25 18:00:00,7.2,1.9,270,43,1009.9,0.3,0.22,,,6.0
2022-02-25 19:00:00,3.9,0.1,0,51,1010.1,0.0,0.0,,,0.0
2022-02-25 20:00:00,0.7,0.5,90,60,1010.5,,,,,0.0
2022-02-25 21:00:00,-0.3,0.0,0,68,1010.7,,,,,0.0
2022-02-25 22:00:00,0.3,0.1,0,70,1011.2,,,,,8.0
2022-02-25 23:00:00,1.0,0.4,0,74,1010.6,,,,,6.0
2022-02-26 00:00:00,2.9,0.6,250,75,1010.0,,,,,2.0
2022-02-26 01:00:00,0.4,0.6,110,82,1009.5,,,,,5.0
2022-02-26 02:00:00,1.1,0.4,0,81,1009.4,,,,,9.0
2022-02-26 03:00:00,2.2,0.6,110,80,1008.9,,,,,5.0
2022-02-26 04:00:00,2.0,0.8,90,82,1008.2,,,,,4.0
2022-02-26 05:00:00,1.0,0.5,90,84,1008.1,,,,,4.0
2022-02-26 06:00:00,2.0,0.7,70,83,1008.0,,,,,10.0
2022-02-26 07:00:00,2.5,0.2,0,81,1008.1,,,,,9.0
2022-02-26 08:00:00,2.7,0.3,0,81,1008.2,0.0,0.01,,,8.0
2022-02-26 09:00:00,3.9,1.7,250,75,1008.2,0.1,0.33,,,8.0
2022-02-26 10:00:00,5.7,2.0,230,63,1007.4,1.0,1.23,,,0.0
2022-02-26 11:00:00,7.6,1.4,230,52,1006.1,1.0,1.85,,,4.0
2022-02-26 12:00:00,9.6,3.2,270,47,1005.2,1.0,2.0,,,7.0
2022-02-26 13:00:00,9.9,4.9,250,44,1003.8,1.0,2.04,,,7.0
2022-02-26 14:00:00,10.8,5.0,270,41,1002.5,1.0,2.1,,,8.0
2022-02-26 15:00:00,11.0,4.9,230,38,1001.1,0.7,1.25,,,8.0
2022-02-26 16:00:00,10.6,5.0,250,36,1000.2,0.8,1.05,,,7.0
2022-02-26 17:00:00,10.1,3.3,250,40,999.5,0.6,0.61,,,7.0
2022-02-26 18:00:00,9.1,3.8,270,46,999.2,0.0,0.16,,,8.0
2022-02-26 19:00:00,7.9,3.2,250,56,999.4,0.0,0.0,,,9.0
2022-02-26 20:00:00,7.5,4.0,230,56,998.2,,,,,7.0
2022-02-26 21:00:00,5.8,3.7,250,75,998.0,,,0.4,,4.0
2022-02-26 22:00:00,5.0,4.0,270,85,999.5,,,,,9.0
2022-02-26 23:00:00,3.4,4.8,250,76,1001.4,,,,,5.0
2022-02-27 00:00:00,2.2,3.5,250,72,1002.0,,,2.4,,2.0
2022-02-27 01:00:00,1.1,2.8,270,73,1003.0,,,,,6.0
2022-02-27 02:00:00,0.5,1.3,270,70,1004.0,,,,,0.0
2022-02-27 03:00:00,-0.4,0.8,250,71,1004.6,,,,,0.0
2022-02-27 04:00:00,-1.3,0.5,250,73,1005.1,,,,,0.0
2022-02-27 05:00:00,-1.4,0.3,0,67,1005.9,,,,,0.0
2022-02-27 06:00:00,-3.5,0.3,0,79,1006.9,,,,,0.0
2022-02-27 07:00:00,-4.0,0.1,0,80,1007.5,,,,,0.0
2022-02-27 08:00:00,-3.0,0.5,110,78,1008.3,0.2,0.07,,,0.0
2022-02-27 09:00:00,1.2,0.2,0,60,1008.9,1.0,0.8,,,0.0
2022-02-27 10:00:00,3.0,0.6,270,49,1009.0,1.0,1.56,,,0.0
2022-02-27 11:00:00,4.4,1.4,230,40,1008.5,1.0,2.16,,,0.0
2022-02-27 12:00:00,6.4,2.9,250,38,1008.2,1.0,2.56,,,0.0
2022-02-27 13:00:00,7.9,3.7,270,31,1007.9,1.0,2.74,,,0.0
2022-02-27 14:00:00,9.1,4.3,270,28,1007.1,1.0,2.67,,,0.0
2022-02-27 15:00:00,9.7,3.7,270,26,1006.4,1.0,2.33,,,0.0
2022-02-27 16:00:00,9.7,5.4,250,24,1006.0,1.0,1.79,,,0.0
2022-02-27 17:00:00,9.3,4.4,270,23,1005.9,1.0,1.1,,,0.0
2022-02-27 18:00:00,8.0,3.3,270,27,1006.1,1.0,0.36,,,0.0
2022-02-27 19:00:00,6.3,2.2,270,36,1006.7,0.1,0.01,,,0.0
2022-02-27 20:00:00,5.3,1.5,250,43,1007.4,,,,,0.0
2022-02-27 21:00:00,4.6,1.4,270,47,1007.9,,,,,0.0
2022-02-27 22:00:00,3.0,0.7,230,53,1008.3,,,,,0.0
2022-02-27 23:00:00,2.2,0.8,250,59,1008.7,,,,,0.0
2022-02-28 00:00:00,-0.9,0.1,0,69,1008.7,,,,,0.0
2022-02-28 01:00:00,-1.3,0.6,110,76,1009.0,,,,,0.0
2022-02-28 02:00:00,-2.1,0.7,90,79,1009.3,,,,,0.0
2022-02-28 03:00:00,-2.1,0.6,90,79,1009.5,,,,,0.0
2022-02-28 04:00:00,-2.8,0.0,0,82,1009.5,,,,,0.0
2022-02-28 05:00:00,-3.5,0.0,0,84,1009.4,,,,,0.0
2022-02-28 06:00:00,-3.8,0.1,0,88,1009.9,,,,,4.0
2022-02-28 07:00:00,-3.9,0.6,90,87,1010.2,,,,,5.0
2022-02-28 08:00:00,-3.2,0.1,0,87,1010.6,0.2,0.1,,,
2022-02-28 09:00:00,0.3,0.1,0,77,1010.9,1.0,0.65,,,0.0
2022-02-28 10:00:00,2.8,0.3,0,67,1010.4,1.0,1.25,,,6.0
2022-02-28 11:00:00,5.7,1.0,290,55,1009.4,1.0,1.91,,,6.0
2022-02-28 12:00:00,8.1,0.6,180,39,1008.5,1.0,1.89,,,7.0
2022-02-28 13:00:00,9.1,0.8,50,37,1007.4,0.5,1.77,,,8.0
2022-02-28 14:00:00,9.8,0.9,230,35,1006.5,0.8,1.85,,,8.0
2022-02-28 15:00:00,10.8,1.0,340,31,1005.7,0.8,1.54,,,9.0
2022-02-28 16:00:00,10.9,0.7,320,28,1005.0,0.4,0.81,,,10.0
2022-02-28 17:00:00,11.0,0.2,0,28,1004.1,0.9,0.75,,,6.0
2022-02-28 18:00:00,9.5,0.0,0,34,1003.7,0.4,0.23,,,6.0
2022-02-28 19:00:00,5.4,0.9,90,46,1003.9,0.0,0.01,,,6.0
2022-02-28 20:00:00,4.3,0.7,90,49,1003.8,,,,,8.0
2022-02-28 21:00:00,2.7,0.0,0,55,1003.3,,,,,8.0
2022-02-28 22:00:00,2.1,0.8,90,54,1002.8,,,,,0.0
2022-02-28 23:00:00,1.2,0.0,0,57,1002.8,,,,,6.0
2022-03-01 00:00:00,0.2,1.3,90,63,1002.7,,,,,4.0
2022-03-01 01:00:00,0.0,0.3,0,66,1002.1,,,,,0.0
2022-03-01 02:00:00,1.8,0.8,90,61,1002.0,,,,,9.0
2022-03-01 03:00:00,2.0,0.0,0,63,1001.0,,,,,10.0
2022-03-01 04:00:00,1.7,0.1,0,70,1000.4,,,,,10.0
2022-03-01 05:00:00,2.0,0.5,110,74,999.9,,,,,10.0
2022-03-01 06:00:00,2.0,0.5,320,75,1000.2,,,0.0,,10.0
2022-03-01 07:00:00,1.7,0.6,70,82,999.8,,,,,10.0
2022-03-01 08:00:00,1.8,0.0,0,88,999.9,0.0,0.0,,,10.0
2022-03-01 09:00:00,2.2,0.0,0,86,1000.6,0.0,0.07,1.1,,10.0
2022-03-01 10:00:00,3.1,0.1,0,87,1000.2,0.0,0.33,,,10.0
2022-03-01 11:00:00,5.5,0.6,340,81,999.5,0.0,0.97,,,10.0
2022-03-01 12:00:00,6.5,0.6,340,78,999.3,0.0,0.96,0.0,,9.0
2022-03-01 13:00:00,7.4,0.5,340,76,999.3,0.0,0.72,,,10.0
2022-03-01 14:00:00,7.4,1.3,340,80,998.4,0.0,0.28,,,9.0
2022-03-01 15:00:00,7.1,1.2,270,82,998.3,0.0,0.34,,,9.0
2022-03-01 16:00:00,7.8,0.5,360,77,998.6,0.0,0.31,,,10.0
2022-03-01 17:00:00,8.5,1.3,250,69,998.8,0.1,0.34,,,6.0
2022-03-01 18:00:00,7.5,2.4,270,66,999.2,0.0,0.12,,,0.0
2022-03-01 19:00:00,6.0,3.3,250,70,1000.5,0.0,0.02,,,3.0
2022-03-01 20:00:00,4.6,1.7,270,75,1001.3,,,,,0.0
2022-03-01 21:00:00,3.5,1.6,270,76,1001.9,,,,,0.0
2022-03-01 22:00:00,2.7,1.1,290,74,1002.7,,,,,1.0
2022-03-01 23:00:00,1.8,1.6,250,76,1003.1,,,,,9.0
2022-03-02 00:00:00,1.2,1.4,250,74,1003.5,,,,,10.0
2022-03-02 01:00:00,-0.2,0.5,180,74,1003.5,,,,,0.0
2022-03-02 02:00:00,-2.3,0.4,0,83,1003.9,,,,,0.0
2022-03-02 03:00:00,-3.2,0.3,0,82,1003.9,,,,,0.0
2022-03-02 04:00:00,-3.2,0.7,110,81,1003.7,,,,,0.0
2022-03-02 05:00:00,-4.4,0.6,90,83,1004.0,,,,,0.0
2022-03-02 06:00:00,-4.3,0.6,110,82,1004.2,,,,,0.0
2022-03-02 07:00:00,-4.9,0.5,90,82,1004.2,0.0,0.0,,,0.0
2022-03-02 08:00:00,-3.8,0.3,0,82,1004.8,0.3,0.11,,,0.0
2022-03-02 09:00:00,-0.1,0.4,0,66,1005.4,1.0,0.89,,,0.0
2022-03-02 10:00:00,1.5,0.5,270,58,1005.4,1.0,1.63,,,0.0
2022-03-02 11:00:00,3.2,0.4,0,49,1005.0,1.0,2.23,,,0.0
2022-03-02 12:00:00,4.9,1.6,320,41,1004.0,1.0,2.62,,,1.0
2022-03-02 13:00:00,6.7,2.9,250,35,1003.1,1.0,2.82,,,0.0
2022-03-02 14:00:00,8.6,3.4,250,27,1002.2,1.0,2.75,,,0.0
2022-03-02 15:00:00,8.9,4.4,270,27,1001.7,1.0,2.42,,,0.0
2022-03-02 16:00:00,9.1,4.2,270,27,1001.4,1.0,1.9,,,0.0
2022-03-02 17:00:00,8.5,4.4,270,26,1001.0,1.0,1.18,,,0.0
2022-03-02 18:00:00,7.0,3.5,270,29,1001.3,1.0,0.43,,,0.0
2022-03-02 19:00:00,5.5,2.9,270,36,1002.1,0.2,0.02,,,0.0
2022-03-02 20:00:00,4.1,2.2,250,43,1002.7,,,,,0.0
2022-03-02 21:00:00,3.4,0.8,290,49,1003.1,,,,,0.0
2022-03-02 22:00:00,2.9,1.7,250,58,1003.3,,,,,0.0
2022-03-02 23:00:00,2.2,1.2,250,62,1003.3,,,,,0.0
2022-03-03 00:00:00,0.9,0.6,230,66,1003.1,,,,,8.0
2022-03-03 01:00:00,0.7,0.2,0,71,1003.5,,,,,0.0
2022-03-03 02:00:00,2.7,0.4,0,67,1003.8,,,,,0.0
2022-03-03 03:00:00,2.4,0.3,0,69,1003.7,,,,,10.0
2022-03-03 04:00:00,-0.6,0.0,0,75,1003.2,,,,,0.0
2022-03-03 05:00:00,-0.2,0.3,0,81,1003.3,,,,,8.0
2022-03-03 06:00:00,-0.2,0.1,0,83,1003.6,,,,,2.0
2022-03-03 07:00:00,-0.3,0.0,0,85,1003.8,0.0,0.0,,,9.0
2022-03-03 08:00:00,0.5,0.0,0,85,1004.4,0.0,0.03,,,9.0
2022-03-03 09:00:00,2.4,0.0,0,77,1005.3,0.1,0.34,,,7.0
2022-03-03 10:00:00,5.0,1.0,180,67,1005.3,1.0,1.45,,,1.0
2022-03-03 11:00:00,6.6,0.4,0,57,1005.2,1.0,2.25,,,0.0
2022-03-03 12:00:00,8.1,0.8,230,45,1004.7,1.0,2.6,,,1.0
2022-03-03 13:00:00,9.6,1.8,250,34,1004.1,1.0,2.76,,,0.0
2022-03-03 14:00:00,11.6,3.9,270,23,1003.1,1.0,2.67,,,0.0
2022-03-03 15:00:00,12.4,4.2,270,22,1002.4,1.0,2.36,,,0.0
2022-03-03 16:00:00,12.3,3.1,290,20,1002.3,1.0,1.83,,,0.0
2022-03-03 17:00:00,11.6,3.4,290,22,1002.2,1.0,1.16,,,0.0
2022-03-03 18:00:00,10.5,3.0,270,26,1002.2,1.0,0.41,,,0.0
2022-03-03 19:00:00,9.0,1.0,290,28,1002.8,0.1,0.01,,,0.0
2022-03-03 20:00:00,4.6,0.0,0,43,1003.0,,,,,0.0
2022-03-03 21:00:00,2.2,0.4,0,51,1003.4,,,,,0.0
2022-03-03 22:00:00,2.0,0.9,110,52,1003.7,,,,,0.0
2022-03-03 23:00:00,0.6,0.5,90,58,1003.5,,,,,0.0
2022-03-04 00:00:00,-0.5,0.2,0,62,1003.4,,,,,0.0
2022-03-04 01:00:00,-1.3,0.0,0,65,1003.4,,,,,0.0
2022-03-04 02:00:00,-1.7,1.0,90,70,1003.6,,,,,0.0
2022-03-04 03:00:00,-2.0,0.1,0,73,1003.5,,,,,1.0
2022-03-04 04:00:00,-2.4,0.4,0,76,1003.1,,,,,6.0
2022-03-04 05:00:00,-3.1,0.0,0,77,1003.4,,,,,5.0
2022-03-04 06:00:00,-3.1,0.2,0,79,1003.1,,,,,7.0
2022-03-04 07:00:00,-3.8,0.1,0,81,1002.9,0.0,0.0,,,5.0
2022-03-04 08:00:00,-1.9,0.4,0,78,1003.0,0.2,0.11,,,2.0
2022-03-04 09:00:00,1.2,0.1,0,69,1002.8,1.0,0.7,,,0.0
2022-03-04 10:00:00,3.5,0.2,0,52,1002.0,1.0,1.25,,,4.0
2022-03-04 11:00:00,7.5,0.2,0,44,1000.1,1.0,1.72,,,7.0
2022-03-04 12:00:00,11.5,0.6,270,38,998.5,1.0,2.39,,,2.0
2022-03-04 13:00:00,14.4,3.2,200,30,996.6,1.0,2.54,,,0.0
2022-03-04 14:00:00,15.5,3.5,250,28,995.2,1.0,2.23,,,7.0
2022-03-04 15:00:00,15.8,3.2,230,28,994.1,1.0,1.83,,,7.0
2022-03-04 16:00:00,15.6,5.5,200,30,992.9,1.0,1.37,,,6.0
2022-03-04 17:00:00,15.0,3.1,230,30,992.4,0.3,0.58,,,9.0
2022-03-04 18:00:00,13.3,4.9,270,32,992.7,0.0,0.09,,,10.0
2022-03-04 19:00:00,12.8,3.5,250,33,993.0,0.0,0.01,,,10.0
2022-03-04 20:00:00,12.1,5.6,250,43,994.2,,,,,4.0
2022-03-04 21:00:00,11.0,4.3,250,53,994.0,,,,,4.0
2022-03-04 22:00:00,10.3,3.7,250,59,994.6,,,,,2.0
2022-03-04 23:00:00,9.6,3.9,250,63,994.6,,,,,7.0
2022-03-05 00:00:00,8.8,4.3,250,65,995.0,,,,,5.0
2022-03-05 01:00:00,7.8,3.1,270,62,995.3,,,,,0.0
2022-03-05 02:00:00,6.6,4.0,270,62,996.0,,,,,
2022-03-05 03:00:00,5.2,2.8,270,66,996.4,,,,,0.0
2022-03-05 04:00:00,4.5,3.3,270,65,996.8,,,,,0.0
2022-03-05 05:00:00,3.5,3.3,270,54,997.5,,,,,0.0
2022-03-05 06:00:00,2.5,3.9,270,53,997.8,,,,,0.0
2022-03-05 07:00:00,1.6,2.7,270,49,998.7,0.0,0.0,,,0.0
2022-03-05 08:00:00,1.5,4.9,270,48,999.8,0.4,0.15,,,0.0
2022-03-05 09:00:00,2.0,5.0,270,33,1000.8,1.0,0.79,,,0.0
2022-03-05 10:00:00,2.4,5.6,270,22,1001.0,1.0,1.58,,,2.0
2022-03-05 11:00:00,3.7,5.2,270,22,1000.8,1.0,2.24,,,1.0
2022-03-05 12:00:00,5.0,5.8,270,21,1000.4,1.0,2.66,,,4.0
2022-03-05 13:00:00,5.3,5.7,270,23,1000.1,1.0,2.84,,,0.0
2022-03-05 14:00:00,5.4,6.4,270,19,999.9,1.0,2.77,,,0.0
2022-03-05 15:00:00,5.5,6.5,270,22,1000.0,1.0,2.52,,,0.0
2022-03-05 16:00:00,5.4,6.9,270,24,1000.4,1.0,1.97,,,0.0
2022-03-05 17:00:00,4.6,5.2,290,28,1000.6,1.0,1.18,,,0.0
2022-03-05 18:00:00,3.5,5.6,270,31,1001.3,1.0,0.4,,,0.0
2022-03-05 19:00:00,2.2,3.7,250,37,1002.0,0.2,0.01,,,0.0
2022-03-05 20:00:00,1.3,3.4,250,42,1002.4,,,,,0.0
2022-03-05 21:00:00,0.8,2.4,250,47,1002.8,,,,,0.0
2022-03-05 22:00:00,0.2,1.8,250,45,1003.7,,,,,0.0
2022-03-05 23:00:00,0.2,3.2,270,40,1004.6,,,,,0.0
2022-03-06 00:00:00,-0.7,2.0,250,39,1004.7,,,,,0.0
2022-03-06 01:00:00,-1.3,1.7,250,40,1004.8,,,,,0.0
2022-03-06 02:00:00,-2.1,0.7,250,41,1005.1,,,,,0.0
2022-03-06 03:00:00,-2.8,0.7,250,44,1005.2,,,,,0.0
2022-03-06 04:00:00,-5.1,0.2,0,56,1005.3,,,,,0.0
2022-03-06 05:00:00,-3.4,1.1,230,52,1005.8,,,,,0.0
2022-03-06 06:00:00,-4.6,0.4,0,53,1006.4,,,,,0.0
2022-03-06 07:00:00,-4.8,0.7,250,59,1007.0,0.0,0.0,,,0.0
2022-03-06 08:00:00,-1.8,0.7,250,44,1007.9,0.4,0.18,,,0.0
2022-03-06 09:00:00,0.4,2.4,270,35,1008.2,1.0,0.99,,,0.0
2022-03-06 10:00:00,2.0,2.1,290,25,1008.2,1.0,1.76,,,0.0
2022-03-06 11:00:00,3.1,2.9,320,23,1007.9,1.0,2.35,,,0.0
2022-03-06 12:00:00,3.9,2.8,320,21,1007.6,1.0,2.75,,,4.0
2022-03-06 13:00:00,5.5,3.0,320,18,1007.0,1.0,2.94,,,0.0
2022-03-06 14:00:00,6.1,2.6,290,18,1005.7,1.0,2.87,,,0.0
2022-03-06 15:00:00,7.1,4.2,270,15,1004.9,1.0,2.53,,,0.0
2022-03-06 16:00:00,7.4,3.5,250,16,1004.5,1.0,1.99,,,0.0
2022-03-06 17:00:00,7.1,3.5,250,18,1004.5,1.0,1.26,,,0.0
2022-03-06 18:00:00,5.0,4.3,250,25,1005.4,1.0,0.42,,,0.0
2022-03-06 19:00:00,3.1,1.8,270,29,1006.1,0.2,0.01,,,0.0
2022-03-06 20:00:00,1.9,1.2,320,34,1007.3,,,,,0.0
2022-03-06 21:00:00,1.2,0.8,290,35,1007.8,,,,,6.0
2022-03-06 22:00:00,-2.1,0.3,0,49,1008.0,,,,,4.0
2022-03-06 23:00:00,-2.8,0.6,90,53,1007.9,,,,,4.0
2022-03-07 00:00:00,-3.2,0.9,90,55,1007.7,,,,,7.0
2022-03-07 01:00:00,-3.9,0.2,0,61,1007.7,,,,,7.0
2022-03-07 02:00:00,-4.4,0.4,0,61,1007.8,,,,,5.0
2022-03-07 03:00:00,-4.5,0.2,0,66,1007.4,,,,,9.0
2022-03-07 04:00:00,-4.7,0.5,90,64,1007.0,,,,,9.0
2022-03-07 05:00:00,-5.1,0.5,90,69,1007.1,,,,,7.0
2022-03-07 06:00:00,-6.0,0.1,0,71,1007.5,,,,,8.0
2022-03-07 07:00:00,-5.5,0.4,0,72,1007.6,0.0,0.0,,,5.0
2022-03-07 08:00:00,-4.1,0.0,0,67,1008.2,0.5,0.18,,,7.0
2022-03-07 09:00:00,-1.8,0.3,0,60,1008.6,1.0,0.81,,,5.0
2022-03-07 10:00:00,1.0,0.4,0,49,1008.0,1.0,1.49,,,6.0
2022-03-07 11:00:00,2.9,1.7,270,41,1007.4,1.0,1.92,,,7.0
2022-03-07 12:00:00,4.6,1.1,320,33,1007.0,1.0,2.19,,,8.0
2022-03-07 13:00:00,6.6,1.2,340,28,1005.8,1.0,2.44,,,8.0
2022-03-07 14:00:00,7.7,1.4,290,24,1004.8,1.0,2.61,,,0.0
2022-03-07 15:00:00,8.5,1.4,270,21,1004.0,1.0,2.22,,,0.0
2022-03-07 16:00:00,9.1,1.1,290,22,1003.7,1.0,1.61,,,0.0
2022-03-07 17:00:00,8.8,1.8,290,20,1004.0,1.0,0.98,,,6.0
2022-03-07 18:00:00,7.5,2.0,360,25,1004.4,0.3,0.26,,,10.0
2022-03-07 19:00:00,5.0,0.4,0,32,1004.7,0.0,0.0,,,7.0
2022-03-07 20:00:00,3.9,0.2,0,41,1004.9,,,,,8.0
2022-03-07 21:00:00,2.5,1.1,90,44,1005.1,,,,,1.0
2022-03-07 22:00:00,1.7,1.6,90,45,1005.1,,,,,0.0
2022-03-07 23:00:00,-0.5,0.1,0,56,1005.6,,,,,0.0
2022-03-08 00:00:00,-0.5,0.9,90,55,1005.5,,,,,1.0
2022-03-08 01:00:00,-1.0,1.0,90,55,1005.3,,,,,0.0
2022-03-08 02:00:00,-1.8,0.4,0,59,1005.7,,,,,1.0
2022-03-08 03:00:00,-3.1,0.2,0,64,1005.5,,,,,0.0
2022-03-08 04:00:00,-3.5,0.8,90,66,1005.3,,,,,0.0
2022-03-08 05:00:00,-3.7,0.7,90,68,1005.5,,,,,0.0
2022-03-08 06:00:00,-4.7,0.3,0,70,1005.4,,,,,0.0
2022-03-08 07:00:00,-4.5,0.3,0,72,1006.0,0.0,0.0,,,0.0
2022-03-08 08:00:00,-2.1,0.0,0,68,1005.9,0.5,0.18,,,5.0
2022-03-08 09:00:00,0.5,0.3,0,60,1006.5,1.0,0.9,,,4.0
2022-03-08 10:00:00,3.1,0.5,180,42,1006.4,1.0,1.57,,,3.0
2022-03-08 11:00:00,6.1,0.7,320,48,1006.2,1.0,2.15,,,0.0
2022-03-08 12:00:00,7.8,1.3,250,46,1005.4,1.0,2.58,,,6.0
2022-03-08 13:00:00,8.7,0.9,340,39,1004.7,1.0,2.76,,,0.0
2022-03-08 14:00:00,10.4,1.7,20,38,1003.8,1.0,2.63,,,2.0
2022-03-08 15:00:00,11.3,0.9,90,35,1003.0,1.0,2.33,,,5.0
2022-03-08 16:00:00,12.0,2.3,250,34,1002.9,1.0,1.75,,,4.0
2022-03-08 17:00:00,12.1,1.9,250,32,1002.9,1.0,1.1,,,5.0
2022-03-08 18:00:00,11.1,2.6,270,33,1003.1,0.8,0.35,,,6.0
2022-03-08 19:00:00,8.8,0.5,200,41,1003.5,0.0,0.01,,,0.0
2022-03-08 20:00:00,5.1,0.8,90,52,1003.8,,,,,3.0
2022-03-08 21:00:00,3.9,1.3,90,61,1004.5,,,,,1.0
2022-03-08 22:00:00,3.0,0.8,90,66,1004.6,,,,,0.0
2022-03-08 23:00:00,1.5,0.5,140,72,1005.0,,,,,0.0
2022-03-09 00:00:00,1.5,1.1,90,74,1005.3,,,,,0.0
2022-03-09 01:00:00,0.7,1.0,90,76,1005.4,,,,,0.0
2022-03-09 02:00:00,0.5,0.3,0,81,1005.9,,,,,0.0
2022-03-09 03:00:00,-0.8,0.5,90,85,1005.9,,,,,0.0
2022-03-09 04:00:00,-1.4,0.7,90,85,1005.9,,,,,0.0
2022-03-09 05:00:00,-2.1,0.3,0,90,1006.3,,,,,0.0
2022-03-09 06:00:00,-2.6,0.3,0,89,1007.3,,,,,0.0
2022-03-09 07:00:00,-2.8,0.0,0,90,1007.6,0.0,0.0,,,0.0
2022-03-09 08:00:00,-1.3,0.0,0,89,1008.5,0.4,0.17,,,0.0
2022-03-09 09:00:00,1.6,0.2,0,81,1009.4,1.0,0.72,,,4.0
2022-03-09 10:00:00,4.1,0.6,90,73,1009.1,1.0,1.4,,,1.0
2022-03-09 11:00:00,6.9,0.9,290,67,1009.2,1.0,2.09,,,0.0
2022-03-09 12:00:00,8.5,0.8,270,58,1009.0,1.0,2.52,,,3.0
2022-03-09 13:00:00,11.1,1.1,340,47,1007.7,1.0,2.74,,,0.0
2022-03-09 14:00:00,13.0,1.4,340,37,1007.0,1.0,2.7,,,0.0
2022-03-09 15:00:00,14.5,1.0,290,27,1006.6,1.0,2.43,,,0.0
2022-03-09 16:00:00,14.7,1.4,340,25,1006.1,1.0,1.95,,,0.0
2022-03-09 17:00:00,14.3,1.3,320,31,1006.2,1.0,1.14,,,0.0
2022-03-09 18:00:00,13.3,1.9,270,28,1006.3,1.0,0.4,,,0.0
2022-03-09 19:00:00,9.0,0.8,110,39,1006.8,0.0,0.02,,,0.0
2022-03-09 20:00:00,6.7,0.7,90,45,1006.9,,,,,0.0
2022-03-09 21:00:00,5.1,1.1,90,48,1007.4,,,,,0.0
2022-03-09 22:00:00,3.2,0.1,0,56,1007.7,,,,,0.0
2022-03-09 23:00:00,2.6,0.0,0,59,1007.8,,,,,0.0
2022-03-10 00:00:00,1.9,0.1,0,64,1007.8,,,,,0.0
2022-03-10 01:00:00,1.0,0.0,0,70,1007.8,,,,,0.0
2022-03-10 02:00:00,1.0,0.0,0,70,1008.0,,,,,5.0
2022-03-10 03:00:00,-0.5,0.4,0,77,1007.6,,,,,6.0
2022-03-10 04:00:00,-1.3,0.2,0,78,1007.4,,,,,4.0
2022-03-10 05:00:00,-0.5,0.1,0,78,1007.8,,,,,6.0
2022-03-10 06:00:00,0.6,0.5,200,75,1007.6,,,,,10.0
2022-03-10 07:00:00,0.1,0.0,0,77,1008.6,0.0,0.0,,,10.0
2022-03-10 08:00:00,2.2,0.0,0,71,1008.3,0.2,0.18,,,3.0
2022-03-10 09:00:00,3.5,0.2,0,67,1008.7,0.1,0.5,,,9.0
2022-03-10 10:00:00,5.5,0.3,0,57,1008.8,0.8,1.08,,,6.0
2022-03-10 11:00:00,8.2,0.3,0,48,1008.7,1.0,1.65,,,7.0
