지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
2011,2018-06-29,,영월 두위봉,강원도 영월군 중동면 직동리,,37.1939,128.7243,992,,,,
2012,2018-06-29,,인제 가칠봉,강원도 인제군 서화면 심적리,,38.3279,128.1251,1071,,,,
2013,2018-06-29,,양구 대암산,강원도 인제군 인제읍 가아리,,38.1998,128.1164,1156,,,,
2014,2018-06-29,,원대봉,강원도 인제군 인제읍 원대리,,37.9757,128.2118,817,,,,
2015,2018-06-29,,백석봉,강원도 정선군 북평면 북평리,,37.4576,128.6492,740,,,,
2016,2018-06-29,,철원 은하봉,강원도 철원군 갈말읍 정연리,,38.3071,127.3192,440,,,,
2017,2018-06-29,,철원 두목봉,강원도 철원군 원남면 죽대리,,38.3119,127.6062,690,,,,
2018,2018-06-29,,흰바우산,강원도 철원군 원동면 세현리,,38.3115,127.743,800,,,,
2019,2018-06-29,,평창 백석산,강원도 평창군 진부면 막동리,,37.5154,128.5148,1209,,,,
2020,2018-06-29,,중왕산,강원도 평창군 진부면 장전리,,37.4776,128.5011,1050,,,,
2021,2018-06-29,,두류산,강원도 화천군 상서면 구운리,,38.1477,127.5505,893,,,,
2022,2018-06-29,,화천 수리봉,강원도 화천군 상서면 산양리,,38.2313,127.7284,1028,,,,
2023,2019-04-03,,영월 망경대산,강원도 영월군 김삿갓면,,37.1464,128.6164,757,,,,
2024,2019-04-03,,영월 곰봉,강원도 영월군 김삿갓면,,37.0876,128.6614,798,,,,
2025,2019-04-03,,삼척 육백산,강원도 삼척시 도계읍,,37.211,129.1051,976,,,,
2026,2019-04-03,,강릉 피래산,강원도 강릉시 강동면,,37.6589,129.0009,274,,,,
2027,2019-04-03,,정선 중봉산,강원도 정선군 임계면,,37.4548,128.9462,1049,,,,
2028,2019-04-03,,강릉 화란봉,강원도 강릉시 왕산면,,37.6546,128.8162,605,,,,
2029,2019-04-03,,정선 하봉,강원도 정선군 북평면,,37.4552,128.6603,1014,,,,
2030,2019-04-03,,정선 늑평산,강원도 정선군 정선읍,,37.4277,128.5897,810,,,,
2031,2019-04-03,,평창 매봉,강원도 평창군 대관령면,,37.7662,128.71,1110,,,,
2032,2019-04-03,,평창 청태산,강원도 평창군 봉평면,,37.5106,128.3118,975,,,,
2033,2019-04-03,,횡성 매봉산,강원도 횡성군 서원면,,37.5053,127.8397,364,,,,
2034,2019-04-03,,횡성 태기산,강원도 횡성군 청일면,,37.585,128.257,810,,,,
2035,2019-04-03,,춘천 느랏재,강원도 춘천시 동면,,37.8881,127.8167,578,,,,
2036,2019-04-03,,춘천 사오랑골,강원도 춘천시 동면,,37.8786,127.8803,533,,,,
2037,2019-04-03,,횡성 마당재골,강원도 횡성군 공근면,,37.57,127.8828,434,,,,
2038,2019-04-03,,홍천 매화산,강원도 홍천군 홍천읍,,37.6228,127.8608,432,,,,
2039,2019-04-03,,홍천 까끈봉,강원도 홍천군 홍천읍,,37.6306,127.8195,373,,,,
2040,2019-04-03,,홍천 오음산,강원도 홍천군 동면,,37.62,127.9171,465,,,,
2041,2019-04-03,,홍천 응봉산,강원도 홍천군 내면,,37.7997,128.2209,631,,,,
2042,2019-11-07,,춘천 금병산,,,37.8053,127.7488,381,,,,
2043,2019-11-07,,춘천 죽엽산,,,38.0313,127.8501,531,,,,
2044,2019-11-07,,춘천 토보산,,,38.0711,127.5654,672,,,,
2045,2019-11-07,,춘천 석파령,,,37.8508,127.6427,521,,,,
2046,2019-11-07,,춘천 뒷재봉,,,37.7791,127.5787,339,,,,
2047,2019-11-07,,가평 봉미산,,,37.6014,127.5473,539,,,,
2048,2019-11-07,,화천 일산,,,38.1883,127.814,683,,,,
2049,2019-11-07,,화천 오봉산,,,38.0134,127.8103,340,,,,
2050,2019-11-07,,철원 용봉산,,,38.1362,127.3455,302,,,,
2051,2019-11-07,,횡성 어답산,,,37.5926,128.1244,609,,,,
2052,2019-11-07,,강릉 고루포기산,,,37.6576,128.7543,714,,,,
2053,2019-11-07,,강릉 대궁산,,,37.7689,128.7771,553,,,,
2054,2019-11-07,,양양 시루봉,,,37.9117,128.6921,618,,,,
2055,2019-11-07,,평창 구양사골,,,37.7342,128.7125,930,,,,
2056,2019-11-07,,평창 능경봉,,,37.6956,128.7566,938,,,,
2057,2019-11-07,,평창 황병산,,,37.7414,128.6708,1137,,,,
2058,2019-11-07,,정선 동강자연휴양림,,,37.2613,128.6087,588,,,,
2059,2019-11-07,,정선 꽃밭덩이산,,,37.385,128.5506,736,,,,
2060,2019-11-07,,삼척 뇌암산,,,37.1821,129.2154,685,,,,
2061,2019-11-07,,삼척 깃대봉,,,37.2907,129.1213,668,,,,
2063,2019-11-07,,삼척 한오봉,,,37.2336,129.2274,890,,,,
2064,2020-11-16,,인제 아미산,,,38.0983,128.1377,736,,,,
2065,2020-11-16,,인제 명당산,,,38.1824,128.2619,668,,,,
2066,2020-11-16,,인제 응봉산,,,37.9861,128.199,820,,,,
2067,2020-11-16,,인제 서리골,,,38.0028,128.3747,725,,,,
2068,2020-11-16,,양구 기룡산,,,38.1303,128.0959,691,,,,
2069,2020-11-26,,양구 사명산,,,38.094,127.9097,659,,,,
2070,2020-11-26,,양구 천미골,,,38.2486,127.907,522,,,,
2071,2020-11-26,,양구 검무정골,,,38.2107,127.8895,676,,,,
2072,2020-11-26,,양구 대우산,,,38.3072,128.0851,,,,,
2073,2020-11-26,,양구 도솔산,,,38.2473,128.0986,999,,,,
2074,2020-11-26,,강릉 매봉산,,,37.5721,128.8131,876,,,,
2075,2020-11-26,,강릉 사달산,,,37.5714,128.7772,818,,,,
2076,2020-11-26,,평창 두타산,,,37.5851,128.6167,986,,,,
2077,2020-11-26,,평창 술이봉,,,37.4795,128.256,781,,,,
2078,2020-11-26,,영월 도마니골,,,37.3443,128.2593,827,,,,
2079,2020-11-26,,정선 화절령,,,37.1927,128.8019,1096,,,,
2080,2020-11-26,,정선 기추목이,,,37.4749,128.8883,794,,,,
2081,2020-11-26,,동해 앞재넘어골,,,37.4958,129.0752,265,,,,
2082,2020-11-26,,삼척 멍에산,,,37.3446,128.8837,1039,,,,
2083,2020-09-18,,태백 풀장골,,,37.1244,128.9903,764,,,,
2084,2021-11-15,,고성 마산,,,38.3223,128.4054,532,,,,
2085,2021-11-15,,삼척 두리봉,,,37.2427,129.1574,637,,,,
2086,2021-11-15,,양양 북암령,,,38.0495,128.5275,525,,,,
2087,2021-11-15,,양양 만월산,,,37.9714,128.6982,280,,,,
2088,2021-11-15,,양양 정족산,,,37.9717,128.6303,375,,,,
2091,2021-11-15,,영월 백운산,,,37.1578,128.8321,936,,,,
2092,2021-11-15,,영월 응봉산,,,37.1701,128.5649,860,,,,
2093,2021-11-15,,원주 백운산자연휴양림,,,37.2626,127.9509,349,,,,
2094,2021-11-15,,정선 상원산,,,37.529,128.6649,869,,,,
2095,2021-11-15,,철원 승리봉,,,38.2917,127.5263,349,,,,
2096,2021-11-15,,평창 병두산,,,37.64,128.6178,990,,,,
2097,2021-11-15,,평창 백적산,,,37.5773,128.5044,800,,,,
2098,2021-11-15,,홍천 삼봉자연휴양림,,,37.8568,128.4636,425,,,,
2099,2021-11-15,,홍천 공골,,,37.6411,127.8406,623,,,,
2100,2011-11-01,,계산4,,,37.5374,126.7378,41.55,,,,
2101,2011-11-01,,숭의,,,37.4638,126.6504,24.23,,,,
2102,2011-11-01,,만수,,,37.4473,126.7316,26.5,,,,
2103,2011-11-01,,송림2,,,37.4739,126.6433,21,,,,
2104,2011-11-01,,부평,,,37.5071,126.7217,72,,,,
2106,2011-11-01,,검단,,,37.6159,126.6614,30.5,,,,
2107,2011-11-01,,심곡,,,37.5427,126.6761,35.54,,,,
2108,2011-11-01,,원인재,,,37.4102,126.6783,72,,,,
2109,2011-11-01,,고천,인천광역시 강화군 내가면,,37.7192,126.39,7,,,,
2110,2011-11-01,,관청,인천광역시 강화군 강화읍,,37.7467,126.4879,30,,,,
2111,2011-11-01,,교산,인천광역시 강화군 양사면,,37.7985,126.4083,7,,,,
2112,2011-11-01,,금월,인천광역시 강화군 선원면,,37.7134,126.4849,7,,,,
2113,2011-11-01,,대룡,인천광역시 강화군 교동면,,37.7842,126.2827,7,,,,
2114,2011-11-01,,두운,인천광역시 강화군 불은면,,37.6868,126.4806,7,,,,
2115,2011-11-01,,상방,인천광역시 강화군 화도면,,37.6317,126.4201,3,,,,
2116,2011-11-01,,석모,인천광역시 강화군 삼산면,,37.7036,126.3209,7,,,,
2117,2011-11-01,,솔정,인천광역시 강화군 송해면,,37.7645,126.4639,7,,,,
2118,2011-11-01,,신봉,인천광역시 강화군 하점면,,37.7743,126.4117,7,,,,
2119,2011-11-01,,온수,인천광역시 강화군 길상면,,37.6406,126.491,7,,,,
2120,2011-11-01,,주문도,인천광역시 강화군 서도면,,37.6504,126.2395,7,,,,
2121,2011-11-01,,하일,인천광역시 강화군 양도면,,37.6629,126.4219,3,,,,
2129,2011-11-01,,관동,,,37.4739,126.6218,23,,,,
2130,2011-11-01,,구월,,,37.4497,126.7241,30,,,,
2131,2011-11-01,,숭의,,,37.4597,126.6671,49,,,,
2132,2011-11-01,,석바위,,,37.458,126.691,29,,,,
2133,2011-11-01,,신흥,,,37.4684,126.6348,22,,,,
2134,2017-11-15,,부평,,,37.5,126.7242,17,,,,
2135,2011-11-01,,연희,,,37.5452,126.676,37,,,,
2136,2011-11-01,,송림,,,37.474,126.6808,16,,,,
2137,2011-11-01,,원당,,,37.5945,126.6987,29,,,,
2138,2011-11-01,,송해,인천광역시 강화군 송해면,,37.7646,126.4633,16,,,,
2139,2011-11-01,,고잔,,,37.4093,126.6997,9,,,,
2140,2017-11-15,,부평역,,,37.4912,126.7239,29,,,,
2141,2011-11-01,,검단,,,37.6021,126.6614,31,,,,
2142,2011-11-01,,석남,,,37.5026,126.6746,15,,,,
2143,2011-11-01,,동춘,,,37.4096,126.6785,10,,,,
2144,2011-11-01,,계산,,,37.5462,126.7302,41,,,,
2145,2011-11-01,,운서,,,37.4957,126.4885,10,,,,
2146,2011-11-01,,송현,,,37.4819,126.6373,11,,,,
2147,2011-11-01,,논현,,,37.4043,126.7262,20,,,,
2148,2012-09-20,,가좌4,,,37.4874,126.6836,19.03,,,,
2149,2015-09-15,,남동간석4,,,37.4664,126.7007,30,,,,
2150,2015-09-15,,남동고잔,,,37.4081,126.693,30,,,,
2151,2015-09-15,,남동논현1,,,37.4055,126.7293,30,,,,
2152,2018-05-13,,부평청천,,,37.5176,126.7016,30,,,,
2153,2018-05-13,,부평삼산,,,37.5119,126.7364,30,,,,
2154,2018-05-13,,부평십정,,,37.4759,126.6962,30,,,,
2155,2018-05-03,,송도,인천광역시 연수구 송도동,,37.3833,126.6552,18,,,,
2156,2018-05-03,,청라,인천광역시 서구 경서동,,37.537,126.6361,5,,,,
2158,2019-08-13,,삼산,인천광역시 부평구,,37.5128,126.7364,12,,,,
2159,2019-08-13,,길상,인천광역시 연수구,,37.6406,126.4913,14,,,,
2160,2019-08-13,,선학동,인천광역시,,37.4222,126.7011,12,,,,
2161,2019-08-13,,송도2동,인천광역시,,37.4032,126.6415,21.45,,,,
2162,2019-08-13,,송도3동,인천광역시,,37.3714,126.6602,18.9,,,,
2163,2019-08-13,,북도면,인천광역시,,37.5329,126.4287,7,,,,
2164,2019-08-13,,대청면,인천광역시,,37.8254,124.7123,7,,,,
2165,2019-11-22,,영흥,,,37.256,126.4835,22,,,,
2166,2019-10-31,,효성,,,37.5271,126.7069,13,,,,
2167,2019-10-31,,작전,,,37.5284,126.7365,12,,,,
2168,2019-10-31,,계양1,,,37.577,126.7339,22,,,,
2169,2019-12-24,,서해,,,37.4607,126.6313,10,,,,
2170,2019-12-24,,남동,,,37.4412,126.7068,13,,,,
2171,2020-07-16,,서창동,,,37.4274,126.7461,9,,,,
2172,2020-07-17,,영종,,,37.4947,126.5636,20,,,,
2173,2020-08-26,,아암,,,37.4051,126.6323,4,,,,
2174,2020-08-25,,주안,,,37.4556,126.6926,26,,,,
2175,2020-08-25,,중봉,,,37.5035,126.6479,4,,,,
2200,2010-11-15,,금산,강원도 춘천시 서면,,37.8985,127.6927,86.17,,,,
2201,2010-11-15,,발산,강원도 춘천시 남면,,37.7321,127.5997,75.62,,,,
2202,2010-11-15,,신촌,강원도 춘천시 동내면,,37.8478,127.7611,98.26,,,,
2203,2010-11-15,,초월,강원도 춘천시 사북면,,38.0298,127.6407,128.18,,,,
2204,2010-11-15,,오항,강원도 춘천시 북산면,,37.9874,127.8859,239.46,,,,
2205,2010-11-15,,옥천,,,37.8812,127.7301,105.91,,,,
2206,2010-11-15,,율문,강원도 춘천시 신북읍,,37.9258,127.7461,84.98,,,,
2207,2010-11-15,,조양,강원도 춘천시 동산면,,37.7522,127.7962,172.05,,,,
2208,2010-11-15,,증리,강원도 춘천시 신동면,,37.8176,127.716,114.92,,,,
2209,2010-11-15,,지내,강원도 춘천시 동면,,37.9102,127.781,105.73,,,,
2221,2019-04-04,,문막건등,강원도 원주시 문막읍,,37.3117,127.8169,68,,,,
2238,2019-04-04,,닭목재,강원도 강릉시 왕산면,,37.6572,128.8123,563,,,,
2272,2011-02-15,,북삼,,,37.4936,129.0909,30,,,,
2293,2019-04-04,,금호동,강원도 속초시,,38.2069,128.5882,16,,,,
2322,2010-11-15,,상화계,강원도 홍천군 북방면,,37.7055,127.8531,138.54,,,,
2348,2019-04-04,,횡성군,강원도 횡성군 횡성읍,,37.4899,127.9829,122,,,,
2360,2010-11-15,,녹전,강원도 영월군 중동면,,37.1453,128.6805,289,,,,
2362,2010-11-15,,북면,강원도 영월군 북면,,37.2545,128.4552,256,,,,
2363,2010-11-15,,상동,강원도 영월군 상동읍,,37.1271,128.827,503,,,,
2364,2010-11-15,,신천,강원도 영월군 한반도면,,37.2368,128.3284,245,,,,
2365,2010-11-15,,연당,강원도 영월군 남면,,37.1866,128.4044,222,,,,
2366,2010-11-15,,옥동,강원도 영월군 김삿갓면,,37.1257,128.5701,197,,,,
2369,2015-01-15,,운학,강원도 영월군 수주면,,37.3268,128.1901,353,,,,
2370,2019-04-04,,영월하송,강원도 영월군 영월읍,,37.1866,128.4646,190,,,,
2374,2019-09-04,,주천면,,,37.2722,128.2689,258,,,,
2375,2019-09-04,,영월쌍용,,,37.1775,128.3267,248,,,,
2380,2010-11-15,,대화,강원도 평창군 대화면,,37.5011,128.4584,444,,,,
2381,2010-11-15,,방림1,강원도 평창군 방림면,,37.4264,128.3942,359,,,,
2383,2010-11-15,,용전,강원도 평창군 용평면,,37.6068,128.4406,561,,,,
2384,2010-11-15,,창리,강원도 평창군 미탄면,,37.342,128.4957,331,,,,
2390,2010-11-15,,문곡,강원도 정선군 남면,,37.2688,128.7406,435,,,,
2391,2010-11-15,,봉양,강원도 정선군 정선읍,,37.3806,128.6609,322,,,,
2392,2010-11-15,,북평,강원도 정선군 북평면,,37.4489,128.6705,357,,,,
2393,2010-11-15,,사북,강원도 정선군 사북읍,,37.2277,128.8218,621,,,,
2394,2010-11-15,,송계,강원도 정선군 임계면,,37.4948,128.8521,501,,,,
2395,2010-11-15,,여량,강원도 정선군 여량면,,37.4706,128.7205,387,,,,
2396,2010-11-15,,예미,강원도 정선군 신동읍,,37.2122,128.6421,402,,,,
2397,2010-11-15,,화암,강원도 정선군 화암면,,37.3402,128.7878,463,,,,
2398,2010-11-15,,함백,강원도 정선군 신동읍,,37.2181,128.6713,451,,,,
2399,2014-12-03,,고한,강원도 정선군 고한읍,,37.222,128.8362,730,,,,
2400,2014-12-03,,백봉령,강원도 정선군 임계면,,37.4079,128.7864,660,,,,
2402,2019-04-04,,정선읍,강원도 정선군 정선읍,,37.3798,128.6615,314,,,,
2412,2010-11-15,,신철원,강원도 철원군 갈말읍,,38.1467,127.3134,170,,,,
2413,2010-11-15,,육단,강원도 철원군 근남면,,38.2369,127.4709,268,,,,
2414,2010-11-15,,자등,강원도 철원군 서면,,38.1647,127.4157,290,,,,
2415,2010-11-15,,학사,강원도 철원군 김화읍,,38.2497,127.4214,217,,,,
2417,2010-11-15,,화지,강원도 철원군 철원읍,,38.2122,127.2129,201,,,,
2422,2019-04-04,,철원군,강원도 철원군 갈말읍,,38.1464,127.3125,152,,,,
2430,2010-11-15,,사창,강원도 화천군 사내면,,38.0702,127.5235,287,,,,
2431,2010-11-15,,원천,강원도 화천군 하남면,,38.0589,127.6678,122,,,,
2432,2010-11-15,,유촌,강원도 화천군 간동면,,38.0553,127.79,201,,,,
2433,2010-11-15,,파포,강원도 화천군 상서면,,38.1579,127.6543,182,,,,
2434,2010-11-15,,아리,강원도 화천군 화천읍,,38.1062,127.7082,117,,,,
2437,2019-04-04,,화천군,강원도 화천군 화천읍,,38.1062,127.7082,117,,,,
2445,2010-11-15,,상남,강원도 인제군 상남면,,37.8741,128.2602,409,,,,
2446,2010-11-15,,상동,강원도 인제군 인제읍,,38.0697,128.1704,244,,,,
2447,2010-11-15,,신남,강원도 인제군 남면,,37.9659,128.0834,235,,,,
2448,2010-11-15,,원통,강원도 인제군 북면,,38.1247,128.2042,243,,,,
2449,2010-11-15,,천도,강원도 인제군 서화면,,38.2185,128.2085,310,,,,
2450,2010-11-15,,현리,강원도 인제군 기린면,,37.9556,128.3192,308,,,,
2470,2010-11-15,,군행,강원도 양양군 양양읍,,38.0755,128.6191,25,,,,
2471,2010-11-15,,손양,강원도 양양군 손양면,,38.0606,128.6411,26,,,,
2472,2010-11-15,,수상,강원도 양양군 서면,,38.0716,128.5852,30,,,,
2473,2010-11-15,,인구,강원도 양양군 현남면,,37.9692,128.7595,20,,,,
2474,2010-11-15,,정암,강원도 양양군 강현면,,38.1499,128.6076,12,,,,
2475,2010-11-15,,하광정,강원도 양양군 현북면,,38.019,128.7231,16,,,,
2480,2012-09-20,,옥천동,,,37.7601,128.9028,14,,,,
2481,2012-09-20,,중앙로,,,37.8754,127.7202,80,,,,
2482,2012-09-20,,석사동,,,37.857,127.7501,90,,,,
2484,2012-09-20,,중앙동,,,37.3528,127.9475,80,,,,
2485,2019-04-04,,평창읍,강원도 평창군 평창읍,,37.3609,128.389,296,,,,
2485,2017-07-16,2017-12-31,평창읍,강원도 평창군 평창읍,,37.3609,128.389,296,,,,
2486,2019-04-04,,양구읍,강원도 양구군 양구읍,,38.1092,127.9898,195,,,,
2488,2012-09-20,,천곡동,,,37.5248,129.114,31,,,,
2492,2012-09-20,,남양동,,,37.4425,129.1683,14,,,,
2493,2012-09-20,,명륜동,,,37.3369,127.9479,150,,,,
2501,2015-05-08,,낙동리,강원도 정선군 남면,,37.3256,128.7105,395,,,,
2502,2015-05-08,,유곡리,강원도 철원군 근북면,,38.1813,127.2353,205,,,,
2503,2015-05-08,,정연리,강원도 철원군 갈말읍,,38.1751,127.1955,220,,,,
2504,2015-05-08,,봉오리,강원도 화천군 상서면,,38.1966,127.5933,318,,,,
2589,2019-08-13,,이평,강원도,,38.1226,127.123,220,,,,
2591,2019-08-13,,황지동,강원도,,37.0946,128.5913,708,,,,
2592,2019-08-13,,홍천읍,강원도,,37.6838,127.8803,144,,,,
2593,2019-08-13,,인제읍,강원도,,38.0601,128.1645,,,,,
2594,2019-08-13,,양양읍,강원도,,37.174,128.4625,,,,,
2595,2021-10-12,,지정면,,,37.3719,127.875,,,,,
2660,2015-06-10,,5번국도(원창고개),강원도 춘천시 동산면,,37.81,127.76,298,,,,
2661,2015-06-10,,5번국도(치악재),강원도 원주시 판부면,,37.26,128.04,450,,,,
2662,2015-06-10,,6번국도(황재),강원도 횡성군 우천면,,37.49,128.16,500,,,,
2666,2015-06-10,,7번국도(밀양육교),강원도 양양군 손양면,,38.05,128.65,82,,,,
2667,2015-06-10,,7번국도(낙산사거리),강원도 양양군 강현면,,38.12,128.62,19,,,,
2668,2015-06-10,,7번국도(가진고개),강원도 고성군 죽왕면,,38.37,128.5,29,,,,
2669,2015-06-10,,31번국도(어평재),강원도 영월군 상동읍,,37.12,128.88,797,,,,
2674,2015-06-10,,38번국도(통리재),강원도 삼척시 도계읍,,37.18,129.04,662,,,,
2675,2015-06-10,,38번국도(두문동재),강원도 정선군 고한읍,,37.21,128.9,998,,,,
2676,2015-06-10,,42번국도(문재),강원도 횡성군 안흥면,,37.42,128.25,800,,,,
2677,2015-06-10,,42번국도(큰너그니재),강원도 정선군 여량면,,37.5,128.79,704,,,,
2701,2001-01-01,,강릉,,,37.6643,129.0214,,,,,
2704,2001-01-01,,횡성,,,37.5275,127.9607,,,,,
2705,2001-01-01,,영월,,,37.1686,128.4686,,,,,
2707,2000-01-01,,철원,,,38.2031,127.2503,,,,,
2709,2002-01-01,,화천,,,38.152,127.7193,,,,,
2711,1996-01-01,,양양,,,38.0749,128.6336,,,,,
2712,2011-11-01,,원주시(흥업면),강원도 원주시 흥업면,,37.2958,129.915,154,,,,
2715,2011-11-01,,철원군(동송읍),강원도 철원군 동송읍,,38.2032,127.2503,205,,,,
2716,2011-11-01,,춘천시(신북읍),강원도 춘천시 신북읍,,37.934,127.7532,98,,,,
2717,2011-11-01,,태백시(황지동),,,37.4748,128.9883,733,,,,
2718,2011-11-01,,태백시(귀네미골),,,37.1805,128.9779,728,,,,
2723,2011-11-01,,고령평창(진부면),(산지)강원도 평창군 진부면,,37.6698,128.5947,584,,,,
2724,2011-11-01,,고령평창(운교리),강원도 평창군 방림면,,37.4292,128.2691,498,,,,
2727,2011-11-01,,고령홍천(자운리),강원도 홍천군 내면,,37.7738,128.3898,720,,,,
2728,2011-11-01,,홍천군(화동리),강원도 홍천군 북방면,,37.7091,127.9105,139,,,,
2729,2011-11-01,,화천군(화천읍),강원도 화천군 화천읍,,38.1139,127.7018,139,,,,
2730,2011-11-01,,횡성군(공근면),강원도 횡성군 공근면,,37.5275,127.9606,146,,,,
2731,2011-11-01,,인제군(인제읍),강원도 인제군 인제읍,,38.0597,128.1662,192,,,,
2732,2015-09-15,,정선군(임계면),강원도 정선군 임계면,,37.5047,128.876,550,,,,
2733,2016-03-04,,정선군(신동읍),강원도 정선군 신동읍 덕천리,,37.1535,128.3503,263,,,,
2734,2013-05-14,,정선군(정선읍),강원도 정선군 북평면,,37.4238,128.6538,374,,,,
2735,2013-05-14,,동해시(북평동),,,37.5395,129.0955,64,,,,
2736,2014-07-03,,양구군(만대리),강원도 양구군 해안면,,38.258,128.1363,501,,,,
2737,2014-07-03,,평창군(여만리),강원도 평창군 평창읍,,37.3773,128.396,293,,,,
2738,2015-07-16,,옹진군(백령면),인천광역시 옹진군 백령면,,37.9576,124.7131,11,,,,
2739,2015-09-15,,삼척시(미로면),강원도 삼척시 미로면,,37.41,129.11,17,,,,
2740,2015-09-15,,양구군(후리),강원도 양구군 해안면,,38.3,128.14,457,,,,
2742,2016-03-04,,태백시(매봉산),강원도 태백시 창죽동,,37.1323,128.5756,1142,,,,
2801,2011-11-01,,사미,,,37.2829,128.9886,726,,,,
2802,2011-11-01,,광동댐,강원도 삼척시 하장면,,37.3385,128.9638,673,,,,
2803,2011-11-01,,달방댐,,,37.5172,129.0222,123,,,,
2804,2011-11-01,,춘당,강원도 횡성군 청일면,,37.613,128.1481,281,,,,
2806,1990-01-01,,방동 (소양강댐),,,37.8408,128.501,,,,,
2807,2011-11-01,,횡성댐,강원도 횡성군 갑천면,,37.5449,128.0331,138,,,,
2808,2011-11-01,,운학,강원도 횡성군 안흥면,,37.4119,128.19,477,,,,
2809,1990-01-01,,신풍(소양강댐),,,37.959,128.0747,,,,,
2811,2011-11-01,,평화의댐,강원도 화천군 화천읍,,38.2119,127.8486,283,,,,
2812,2011-11-01,,창촌,강원도 홍천군 내면,,37.7679,128.3798,629,,,,
2813,2011-11-01,,방동,강원도 홍천군 내면,,37.85,128.504,825,,,,
2814,2011-11-01,,평창,강원도 평창군 평창읍,,37.378,128.3872,314,,,,
2815,2011-11-01,,수항,(산지)강원도 평창군 진부면,,37.5639,128.5648,491,,,,
2816,2011-11-01,,진부,(산지)강원도 평창군 진부면,,37.6611,128.576,571,,,,
2817,2011-11-01,,봉평,강원도 평창군 봉평면,,37.6341,128.3742,624,,,,
2818,1990-01-01,,대화(충주댐),,,37.4873,128.4545,,,,,
2819,2011-11-01,,청옥산,강원도 평창군 미탄면,,37.3675,128.4852,468,,,,
2820,2011-11-01,,미탄,강원도 평창군 미탄면,,37.3279,128.4903,198,,,,
2821,2011-11-01,,횡계,강원도 평창군 평창읍,,37.6623,128.7053,732,,,,
2822,2011-11-01,,대화,강원도 평창군 대화면,,37.4931,128.4553,439,,,,
2823,2011-11-01,,태백,,,37.1221,129.0118,745,,,,
2824,2011-11-01,,추양,강원도 춘천시 북산면,,38.0244,127.8823,219,,,,
2825,2011-11-01,,정선,강원도 정선군 정선읍,,37.3864,128.7022,636,,,,
2826,2011-11-01,,임계,강원도 정선군 임계면,,37.4971,128.8179,567,,,,
2827,2011-11-01,,덕암,강원도 정선군 임계면,,37.3604,128.8313,722,,,,
2828,2011-11-01,,사북,강원도 정선군 사북읍,,37.2405,128.814,712,,,,
2829,2011-11-01,,유천,강원도 정선군 여량면,,37.4901,128.7178,394,,,,
2830,2011-11-01,,영월1,강원도 영월군 남면,,37.1945,128.4093,221,,,,
2831,2011-11-01,,문곡,강원도 정선군 남면,,37.2108,128.4262,232,,,,
2832,2011-11-01,,군량2,강원도 인제군 인제읍,,38.0706,128.2861,636,,,,
2833,2011-11-01,,귀둔,강원도 인제군 인제읍,,38.0116,128.3978,525,,,,
2834,2011-11-01,,서화,강원도 인제군 서화면,,38.2601,128.2094,320,,,,
2835,1990-01-01,,상남,강원도 인제군 상남면,,37.8728,128.2613,400,,,,
2836,2011-11-01,,원통,강원도 인제군 북면,,38.1409,128.2576,299,,,,
2837,2011-11-01,,용대,강원도 인제군 북면,,38.1954,128.3297,351,,,,
2838,2011-11-01,,신풍,강원도 인제군 남면,,37.9671,128.0758,223,,,,
2839,2011-11-01,,인제,강원도 인제군 남면,,38.037,128.1444,209,,,,
2840,2011-11-01,,현리,강원도 인제군 기린면,,37.9461,128.3359,473,,,,
2841,2011-11-01,,신림,강원도 원주시 신림면,,37.2511,128.1427,450,,,,
2842,2011-11-01,,상동,강원도 영월군 영월읍,,37.1391,128.6163,543,,,,
2843,2011-11-01,,하동,강원도 영월군 영월읍,,37.0972,128.7045,598,,,,
2844,2011-11-01,,수주,강원도 영월군 수주면,,37.0847,128.1364,345,,,,
2845,2011-11-01,,연덕,강원도 영월군 북면,,37.2831,128.4216,302,,,,
2846,2011-11-01,,하장,강원도 삼척시 하장면,,37.3518,128.9353,644,,,,
2847,2011-11-01,,왕산,강원도 강릉시 왕산면,,37.5761,128.7431,597,,,,
2848,2014-07-03,,소양강댐,강원도 춘천시 신북읍,,37.9445,127.8112,106,,,,
2870,2011-11-01,,석모리,인천광역시 강화군 삼산면,,37.7103,126.2716,57,,,,
2871,2011-11-01,,구월동,,,37.4496,126.7241,32,,,,
2872,2011-11-01,,덕적도,인천광역시 옹진군 덕적면,,37.233,126.1493,182,,,,
2873,2011-11-01,,간성읍,강원도 고성군 간성읍,,38.2818,128.386,639,,,,
2874,2011-11-01,,방산면,강원도 양구군 방산면,,38.2258,127.9548,294,,,,
2875,2011-11-01,,북평면,강원도 정선군 북평면,,37.4305,128.6646,379,,,,
2876,2011-11-01,,치악산,강원도 인제군 상남면,,37.3603,128.1254,422,,,,
2880,2020-10-01,,연평리(연평도),,,36.6528,125.6529,,,,,
2881,2020-10-01,,울도,,,37.0336,125.9962,,,,,
2882,2020-10-01,,철원읍(철원(DMZ)),,,38.2909,127.1798,,,,,
2883,2020-10-01,,화천풍산(화천(DMZ)),,,38.2478,127.7907,,,,,
